Fecha,Comprador,Vendedor
10/4/2012,4.364,4.426
9/4/2012,4.362,4.425
4/4/2012,4.36,4.425
3/4/2012,4.354,4.419
30/3/2012,4.353,4.416
29/3/2012,4.351,4.413
28/3/2012,4.349,4.411
27/3/2012,4.349,4.411
26/3/2012,4.345,4.408
23/3/2012,4.343,4.405
22/3/2012,4.342,4.404
21/3/2012,4.341,4.404
20/3/2012,4.338,4.401
19/3/2012,4.337,4.4
16/3/2012,4.335,4.396
15/3/2012,4.335,4.398
14/3/2012,4.333,4.396
13/3/2012,4.33,4.392
12/3/2012,4.327,4.39
9/3/2012,4.325,4.387
8/3/2012,4.324,4.387
7/3/2012,4.323,4.385
6/3/2012,4.324,4.389
5/3/2012,4.325,4.387
2/3/2012,4.326,4.388
1/3/2012,4.331,4.393
29/2/2012,4.332,4.394
28/2/2012,4.331,4.392
24/2/2012,4.331,4.392
23/2/2012,4.331,4.392
22/2/2012,4.331,4.392
17/2/2012,4.33,4.389
16/2/2012,4.327,4.387
15/2/2012,4.326,4.385
14/2/2012,4.324,4.383
13/2/2012,4.324,4.383
10/2/2012,4.324,4.383
9/2/2012,4.323,4.381
8/2/2012,4.316,4.376
7/2/2012,4.314,4.373
6/2/2012,4.314,4.373
3/2/2012,4.314,4.373
2/2/2012,4.315,4.375
1/2/2012,4.314,4.373
31/1/2012,4.313,4.372
30/1/2012,4.313,4.371
27/1/2012,4.312,4.371
26/1/2012,4.312,4.371
25/1/2012,4.311,4.37
24/1/2012,4.304,4.367
23/1/2012,4.302,4.36
20/1/2012,4.297,4.356
19/1/2012,4.296,4.354
18/1/2012,4.294,4.353
17/1/2012,4.293,4.351
16/1/2012,4.289,4.351
13/1/2012,4.29,4.349
12/1/2012,4.29,4.349
11/1/2012,4.29,4.349
10/1/2012,4.289,4.351
9/1/2012,4.293,4.352
6/1/2012,4.29,4.348
5/1/2012,4.282,4.341
4/1/2012,4.281,4.34
3/1/2012,4.281,4.34
30/12/2011,4.276,4.34
29/12/2011,4.276,4.335
28/12/2011,4.272,4.331
27/12/2011,4.271,4.329
23/12/2011,4.268,4.328
22/12/2011,4.267,4.325
21/12/2011,4.267,4.325
20/12/2011,4.267,4.325
19/12/2011,4.265,4.324
16/12/2011,4.263,4.322
15/12/2011,4.261,4.319
14/12/2011,4.261,4.319
13/12/2011,4.261,4.319
12/12/2011,4.261,4.319
7/12/2011,4.261,4.319
6/12/2011,4.261,4.32
5/12/2011,4.261,4.32
2/12/2011,4.259,4.318
1/12/2011,4.258,4.317
30/11/2011,4.256,4.316
29/11/2011,4.247,4.305
25/11/2011,4.243,4.304
24/11/2011,4.244,4.3
23/11/2011,4.243,4.303
22/11/2011,4.243,4.301
21/11/2011,4.244,4.3
18/11/2011,4.243,4.302
17/11/2011,4.246,4.303
16/11/2011,4.248,4.305
15/11/2011,4.251,4.311
14/11/2011,4.249,4.309
11/11/2011,4.246,4.304
10/11/2011,4.24,4.299
9/11/2011,4.239,4.299
8/11/2011,4.24,4.298
7/11/2011,4.237,4.296
4/11/2011,4.234,4.292
3/11/2011,4.23,4.291
2/11/2011,4.232,4.29
1/11/2011,4.221,4.28
31/10/2011,4.22,4.278
28/10/2011,4.221,4.279
27/10/2011,4.22,4.277
26/10/2011,4.219,4.278
25/10/2011,4.219,4.277
24/10/2011,4.219,4.276
21/10/2011,4.219,4.276
20/10/2011,4.214,4.273
19/10/2011,4.213,4.271
18/10/2011,4.204,4.261
17/10/2011,4.204,4.263
14/10/2011,4.198,4.256
13/10/2011,4.196,4.249
12/10/2011,4.193,4.252
11/10/2011,4.193,4.251
7/10/2011,4.193,4.251
6/10/2011,4.192,4.25
5/10/2011,4.19,4.248
4/10/2011,4.189,4.248
3/10/2011,4.188,4.247
30/9/2011,4.189,4.248
29/9/2011,4.189,4.248
28/9/2011,4.19,4.25
27/9/2011,4.189,4.248
26/9/2011,4.189,4.248
23/9/2011,4.189,4.248
22/9/2011,4.187,4.245
21/9/2011,4.186,4.244
20/9/2011,4.191,4.248
19/9/2011,4.196,4.253
16/9/2011,4.195,4.252
15/9/2011,4.195,4.252
14/9/2011,4.195,4.252
13/9/2011,4.195,4.252
12/9/2011,4.196,4.253
9/9/2011,4.194,4.252
8/9/2011,4.196,4.253
7/9/2011,4.196,4.254
6/9/2011,4.196,4.254
5/9/2011,4.199,4.257
2/9/2011,4.2,4.261
1/9/2011,4.196,4.252
31/8/2011,4.18,4.236
30/8/2011,4.175,4.229
29/8/2011,4.168,4.224
26/8/2011,4.168,4.223
25/8/2011,4.168,4.223
24/8/2011,4.167,4.222
23/8/2011,4.162,4.216
19/8/2011,4.159,4.213
18/8/2011,4.151,4.206
17/8/2011,4.147,4.202
16/8/2011,4.144,4.198
15/8/2011,4.142,4.196
12/8/2011,4.14,4.196
11/8/2011,4.14,4.194
10/8/2011,4.138,4.193
9/8/2011,4.137,4.193
8/8/2011,4.137,4.193
5/8/2011,4.136,4.192
4/8/2011,4.13,4.187
3/8/2011,4.129,4.185
2/8/2011,4.127,4.183
29/7/2011,4.123,4.179
28/7/2011,4.122,4.177
27/7/2011,4.12,4.176
26/7/2011,4.119,4.174
25/7/2011,4.12,4.175
22/7/2011,4.118,4.173
21/7/2011,4.116,4.174
20/7/2011,4.116,4.172
19/7/2011,4.11,4.165
18/7/2011,4.107,4.162
15/7/2011,4.104,4.16
14/7/2011,4.105,4.16
13/7/2011,4.104,4.16
12/7/2011,4.104,4.16
11/7/2011,4.104,4.16
8/7/2011,4.104,4.16
7/7/2011,4.1,4.156
6/7/2011,4.098,4.154
5/7/2011,4.097,4.152
4/7/2011,4.094,4.149
1/7/2011,4.092,4.148
30/6/2011,4.091,4.147
29/6/2011,4.087,4.143
28/6/2011,4.085,4.14
27/6/2011,4.082,4.138
24/6/2011,4.083,4.139
23/6/2011,4.082,4.138
22/6/2011,4.081,4.137
21/6/2011,4.08,4.138
17/6/2011,4.078,4.134
16/6/2011,4.078,4.134
15/6/2011,4.077,4.133
14/6/2011,4.077,4.134
13/6/2011,4.078,4.133
10/6/2011,4.077,4.132
9/6/2011,4.077,4.132
8/6/2011,4.077,4.133
7/6/2011,4.076,4.131
6/6/2011,4.076,4.131
3/6/2011,4.077,4.131
2/6/2011,4.076,4.131
1/6/2011,4.074,4.13
31/5/2011,4.073,4.128
30/5/2011,4.072,4.127
27/5/2011,4.072,4.127
26/5/2011,4.072,4.127
24/5/2011,4.072,4.126
23/5/2011,4.071,4.126
20/5/2011,4.07,4.124
19/5/2011,4.068,4.122
18/5/2011,4.068,4.122
17/5/2011,4.065,4.118
16/5/2011,4.065,4.118
13/5/2011,4.065,4.118
12/5/2011,4.065,4.118
11/5/2011,4.064,4.116
10/5/2011,4.064,4.116
9/5/2011,4.063,4.116
6/5/2011,4.065,4.116
5/5/2011,4.063,4.115
4/5/2011,4.065,4.113
3/5/2011,4.063,4.115
2/5/2011,4.063,4.115
29/4/2011,4.062,4.115
28/4/2011,4.063,4.116
27/4/2011,4.062,4.114
26/4/2011,4.061,4.113
25/4/2011,4.061,4.111
20/4/2011,4.056,4.109
19/4/2011,4.052,4.105
18/4/2011,4.049,4.102
15/4/2011,4.045,4.097
14/4/2011,4.042,4.095
13/4/2011,4.035,4.087
12/4/2011,4.031,4.083
11/4/2011,4.03,4.084
8/4/2011,4.031,4.083
7/4/2011,4.031,4.083
6/4/2011,4.031,4.083
5/4/2011,4.031,4.083
4/4/2011,4.031,4.083
1/4/2011,4.032,4.084
31/3/2011,4.029,4.081
30/3/2011,4.028,4.081
29/3/2011,4.022,4.074
28/3/2011,4.022,4.072
23/3/2011,4.02,4.072
22/3/2011,4.019,4.071
21/3/2011,4.019,4.071
18/3/2011,4.018,4.072
17/3/2011,4.019,4.07
16/3/2011,4.016,4.067
15/3/2011,4.011,4.063
14/3/2011,4.011,4.063
11/3/2011,4.01,4.063
10/3/2011,4.01,4.063
9/3/2011,4.011,4.063
4/3/2011,4.01,4.063
3/3/2011,4.01,4.063
2/3/2011,4.01,4.063
1/3/2011,4.01,4.063
28/2/2011,4.009,4.062
25/2/2011,4.01,4.062
24/2/2011,4.008,4.061
23/2/2011,4.008,4.061
22/2/2011,4.008,4.061
21/2/2011,4.004,4.057
18/2/2011,4,4.053
17/2/2011,4,4.054
16/2/2011,3.997,4.054
15/2/2011,4,4.054
14/2/2011,4,4.054
11/2/2011,3.999,4.053
10/2/2011,3.998,4.052
9/2/2011,3.996,4.05
8/2/2011,3.996,4.05
7/2/2011,3.996,4.049
4/2/2011,3.994,4.047
3/2/2011,3.993,4.047
2/2/2011,3.993,4.045
1/2/2011,3.988,4.042
31/1/2011,3.982,4.034
28/1/2011,3.976,4.029
27/1/2011,3.971,4.024
26/1/2011,3.967,4.019
25/1/2011,3.965,4.017
24/1/2011,3.964,4.016
21/1/2011,3.964,4.015
20/1/2011,3.962,4.014
19/1/2011,3.962,4.013
18/1/2011,3.961,4.013
17/1/2011,3.959,4.011
14/1/2011,3.96,4.011
13/1/2011,3.959,4.011
12/1/2011,3.959,4.011
11/1/2011,3.958,4.011
10/1/2011,3.959,4.01
7/1/2011,3.956,4.009
6/1/2011,3.958,4.01
5/1/2011,3.959,4.011
4/1/2011,3.959,4.011
3/1/2011,3.959,4.011
30/12/2010,3.96,4.012
29/12/2010,3.962,4.013
28/12/2010,3.963,4.015
27/12/2010,3.962,4.012
23/12/2010,3.957,4.008
22/12/2010,3.957,4.007
21/12/2010,3.957,4.008
20/12/2010,3.958,4.008
17/12/2010,3.957,4.008
16/12/2010,3.956,4.008
15/12/2010,3.956,4.007
14/12/2010,3.956,4.006
13/12/2010,3.958,4.009
10/12/2010,3.957,4.01
9/12/2010,3.958,4.01
7/12/2010,3.959,4.01
6/12/2010,3.961,4.011
3/12/2010,3.961,4.011
2/12/2010,3.961,4.012
1/12/2010,3.962,4.012
30/11/2010,3.96,4.011
29/11/2010,3.96,4.012
26/11/2010,3.955,4.009
25/11/2010,3.952,4.003
24/11/2010,3.952,4.003
23/11/2010,3.951,4.002
19/11/2010,3.951,4.002
18/11/2010,3.951,4.004
17/11/2010,3.951,4.002
16/11/2010,3.946,3.998
15/11/2010,3.944,3.994
12/11/2010,3.94,3.992
11/11/2010,3.941,3.991
10/11/2010,3.94,3.991
9/11/2010,3.939,3.992
8/11/2010,3.938,3.99
5/11/2010,3.938,3.99
4/11/2010,3.938,3.99
3/11/2010,3.938,3.99
2/11/2010,3.938,3.991
1/11/2010,3.938,3.99
29/10/2010,3.939,3.99
28/10/2010,3.939,3.99
26/10/2010,3.938,3.989
25/10/2010,3.938,3.989
22/10/2010,3.938,3.989
21/10/2010,3.938,3.989
20/10/2010,3.934,3.985
19/10/2010,3.932,3.983
18/10/2010,3.931,3.982
15/10/2010,3.93,3.981
14/10/2010,3.934,3.98
13/10/2010,3.933,3.983
12/10/2010,3.938,3.989
8/10/2010,3.939,3.989
7/10/2010,3.938,3.989
6/10/2010,3.939,3.99
5/10/2010,3.939,3.99
4/10/2010,3.942,3.992
1/10/2010,3.941,3.992
30/9/2010,3.944,3.993
29/9/2010,3.947,3.998
28/9/2010,3.947,3.998
27/9/2010,3.938,3.988
24/9/2010,3.932,3.982
23/9/2010,3.927,3.981
22/9/2010,3.929,3.979
21/9/2010,3.928,3.979
20/9/2010,3.927,3.977
17/9/2010,3.927,3.976
16/9/2010,3.927,3.976
15/9/2010,3.928,3.976
14/9/2010,3.926,3.976
13/9/2010,3.925,3.974
10/9/2010,3.925,3.974
9/9/2010,3.924,3.973
8/9/2010,3.925,3.973
7/9/2010,3.926,3.973
6/9/2010,3.925,3.974
3/9/2010,3.923,3.972
2/9/2010,3.925,3.975
1/9/2010,3.925,3.975
31/8/2010,3.925,3.974
30/8/2010,3.922,3.972
27/8/2010,3.921,3.972
26/8/2010,3.924,3.972
25/8/2010,3.921,3.971
24/8/2010,3.917,3.967
23/8/2010,3.917,3.967
20/8/2010,3.916,3.966
19/8/2010,3.917,3.964
18/8/2010,3.911,3.962
17/8/2010,3.911,3.962
13/8/2010,3.911,3.961
12/8/2010,3.91,3.961
11/8/2010,3.911,3.961
10/8/2010,3.91,3.961
9/8/2010,3.91,3.961
6/8/2010,3.912,3.962
5/8/2010,3.914,3.965
4/8/2010,3.914,3.965
3/8/2010,3.915,3.966
2/8/2010,3.915,3.967
30/7/2010,3.914,3.965
29/7/2010,3.913,3.964
28/7/2010,3.91,3.962
27/7/2010,3.91,3.962
26/7/2010,3.91,3.961
23/7/2010,3.91,3.961
22/7/2010,3.911,3.963
21/7/2010,3.913,3.964
20/7/2010,3.913,3.964
19/7/2010,3.913,3.965
16/7/2010,3.913,3.964
15/7/2010,3.911,3.963
14/7/2010,3.911,3.963
13/7/2010,3.913,3.965
12/7/2010,3.913,3.965
8/7/2010,3.915,3.965
7/7/2010,3.913,3.964
6/7/2010,3.914,3.964
5/7/2010,3.912,3.964
2/7/2010,3.912,3.963
1/7/2010,3.911,3.962
30/6/2010,3.909,3.961
29/6/2010,3.907,3.959
28/6/2010,3.907,3.959
25/6/2010,3.907,3.959
24/6/2010,3.905,3.957
23/6/2010,3.904,3.956
22/6/2010,3.904,3.956
18/6/2010,3.903,3.956
17/6/2010,3.903,3.956
16/6/2010,3.903,3.956
15/6/2010,3.903,3.956
14/6/2010,3.905,3.956
11/6/2010,3.898,3.951
10/6/2010,3.897,3.949
9/6/2010,3.897,3.949
8/6/2010,3.9,3.951
7/6/2010,3.903,3.954
4/6/2010,3.901,3.952
3/6/2010,3.901,3.953
2/6/2010,3.905,3.955
1/6/2010,3.904,3.955
